Title,Author,State,District,Date,Ban Status,lat,lon,year
A Northern Light,"Donnelly, Jennifer",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Pet,"Emezi, Akwaeke",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Dracula in Love,"Essex, Karen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Eleven on Top,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Fealess Fourteen,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Finger Lickin Fifteen,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Lean Mean Thirteen,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Metro Girl,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Motor Mouth,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Plum Lovin,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Plum Lucky,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Plum Spooky,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Twelve Sharp,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Two for the Dough,"Evanovich, Janet",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
As I Lay Dying,"Faulkner, William",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Gone Girl,"Flynn, Gillian",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Just One Year,"Forman, Gayle",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Where She Went,"Forman, Gayle",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
An Abundance of Katherines,"Green, John",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Looking for Alaska,"Green, John",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Paper Towns,"Green, John",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
"Will Grayson, Will Grayson","Green, John",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Ordinary Hazards,"Grimes, Nikki",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Water for Elephants,"Gruen, Sara",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Roots: The Saga of An American Family,"Haley, Alex",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Between Sisters,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Distant Shores,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Firefly Lane,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Fly Away,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Home Again,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
On Mystic Lake,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Summer Island,"Hannah, Kristin",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Catch-22,"Heller, Joseph",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
An Anonymous Girl,"Hendricks, Greer",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Point of Retreat,"Hoover, Colleen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Regretting You,"Hoover, Colleen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Slammed,"Hoover, Colleen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
This Girl,"Hoover, Colleen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Their Eyes Were Watching God,"Hurston, Zora Neale",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Brave Face: A Memoir,"Hutchinson, Shaun David",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Brave New World,"Huxley, Aldous",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Becoming Chloe,"Hyde, Catherine Ryan",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Carrie,"King, Stephen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Delores Claiborne,"King, Stephen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Hearts in Atlantis,"King, Stephen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
It,"King, Stephen",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Ignite Me,"Mafi, Tahereh",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Shatter Me,"Mafi, Tahereh",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Unravel Me,"Mafi, Tahereh",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
From Ashes,"McAdams, Molly",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Beautiful Disaster,"McGuire, Jamie",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Song of Solomon,"Morrison, Toni",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Lisa Bright and Dark,"Neufeld, John",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Time Traveler's Wife,"Niffenegger, Audrey",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
All the Bright Places,"Niven, Jennifer",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Dark Flame,"Noël, Alyson",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Everlasting,"Noël, Alyson",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Evermore,"Noël, Alyson",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Shadowland,"Noël, Alyson",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
1984,"Orwell, George",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
10th Anniversary,"Patterson, James",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The 9th Judgment,"Patterson, James",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Harvesting the Heart,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
House Rules,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Mercy,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
My Sister's Keeper,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Nineteen Minutes,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Perfect Match,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Picture Perfect (JP),"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Plain Truth,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Salem Falls,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Second Glance,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Pact: A Love Story,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Tenth Circle,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Vanishing Acts,"Picoult, Jodi",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
"Forgive Me, Leonard Peacock","Quick, Matthew",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Across the Universe,"Revis, Beth",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
If I Was Your Girl (MR),"Russo, Meredith",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
When I was Puerto Rican: A Memoir,"Santiago, Esmeralda",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Lucky (AS),"Sebold, Alice",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Lovely Bones,"Sebold, Alice",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
What My Mother Doesn't Know,"Sones, Sonya",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Go Ask Alice,"Sparks, Beatrice",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Bend In The Road,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Every Breath,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Message in a Bottle,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Lucky One,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Notebook,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Return,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Wedding,"Sparks, Nicholas",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
2 Days,"Tillit, L.B.",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
All I Want is Everything,"Von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Because I'm Worth It,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Devious,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Don't You Forget about Me,"Von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Gossip Girl,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
I Like it Like That,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
I Will Always Love You,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Infamous,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
It Had To Be You,"Von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Love the One You're With,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Nobody Does It Better,"Von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Nothing Can Keep Us Together,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Notorious,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Only in Your Dreams,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Reckless,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Take a Chance on Me,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Tempted (CVZ),"Von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The It Girl,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Unforgettable,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Would I Lie to You,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
You Just Can't Get Enough,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
You Know You Love Me,"von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
You're the One That I Want,"Von Ziegesar, Cecily",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Slaughterhouse-Five,"Vonnegut Jr., Kurt",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Color Purple,"Walker, Alice",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Glass Castle,"Walls, Jeannette",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Sun Is Also a Star,"Yoon, Nicola",Iowa,West Burlington Independent School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Looking for Alaska,"Green, John",Iowa,West Central Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Shout,"Anderson, Laurie Halse",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
The Haters,"Andrews, Jesse",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
I Know Why The Caged Bird Sings,"Angelou, Maya",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Damsel,"Arnold, Elana K.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Red Hood,"Arnold, Elana K.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
What Girls Are Made Of,"Arnold, Elana K.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Oryx and Crake,"Atwood, Margaret",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
The Handmaid's Tale,"Atwood, Margaret",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Bloodchild and Other Stories,"Butler, Octavia E.",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Speech Sounds,"Butler, Octavia E.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
The Perks of Being a Wallflower,"Chbosky, Stephen",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Lawn Boy (JE),"Evison, Jonathan",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
The Carnival at Bray,"Foley, Jessie Ann",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Life is Funny,"Frank, E. R.",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Not That Bad: Dispatches from Rape Culture,"Gay, Roxane",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Looking for Alaska,"Green, John",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Two More Days: An Anthology,"Hoover, Colleen",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
A Sin Such As This,"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Crank,"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Identical,"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
People Kill People,"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Tilt (EH),"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Triangles,"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Tricks,"Hopkins, Ellen",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
All Boys Aren't Blue,"Johnson, George M.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Milk and Honey,"Kaur, Rupi",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
It,"King, Stephen",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Gender Queer: A Memoir,"Kobabe, Maia",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Boy Toy,"Lyga, Barry",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
A Court of Frost and Starlight,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
A Court of Mist and Fury,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
A ​Court of Silver Flames,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
A Court of Thorns and Roses,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
A Court of Wings and Ruin,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Empire of Storms,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
House of Earth and Blood,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Kingdom of Ash,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Tower of Dawn,"Maas, Sarah J.",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
Sold,"McCormick, Patricia",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
I'm Glad My Mom Died,"McCurdy, Jennette",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
The Luckiest MILF in Brooklyn,"Melnick, Lynn",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
"Opposite Sex: Gay Men on Lesbians, Lesbians on Gay Men","Miles, Sara",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
The Bluest Eye,"Morrison, Toni",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
"l8r, g8r","Myracle, Lauren",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Shine,"Myracle, Lauren",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
The Infinite Moment of Us,"Myracle, Lauren",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
yolo,"Myracle, Lauren",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Breathless (JN),"Niven, Jennifer",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Adjustment Day,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Choke (CP),"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Doomed,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Haunted,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Invisible Monsters Remix,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Lullaby,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Rant: The Oral Biography of Buster Casey,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Snuff,"Palahniuk, Chuck",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Nineteen Minutes,"Picoult, Jodi",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
The Nowhere Girls,"Reed, Amy",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Push,Sapphire,Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Jesus Land: A Memoir,"Scheeres, Julia",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Lucky (AS),"Sebold, Alice",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
Slaughterhouse-Five,"Vonnegut Jr., Kurt",Iowa,West Des Moines Community Schools,2023-10-01,Banned pending investigation,42.011539,-93.210526,2023.0
The Color Purple,"Walker, Alice",Iowa,West Des Moines Community Schools,2024-06-01,Banned pending investigation,42.011539,-93.210526,2024.0
The Handmaid's Tale,"Atwood, Margaret",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Ready or Not,"Cabot, Meg",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Fault in Our Stars,"Green, John",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Kite Runner,"Hosseini, Khaled",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Their Eyes Were Watching God,"Hurston, Zora Neale",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Separate Peace,"Knowles, John",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Breaking Dawn,"Meyer, Stephenie",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Bluest Eye,"Morrison, Toni",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Hate U Give,"Thomas, Angie",Iowa,West Marshall Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Me and Earl and the Dying Girl,"Andrews, Jesse",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
I Know Why The Caged Bird Sings,"Angelou, Maya",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
The Perks of Being a Wallflower,"Chbosky, Stephen",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
If You Leave,"Cole, Courtney",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Flamer,"Curato, Mike",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Looking for Alaska,"Green, John",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
It Ends With Us,"Hoover, Colleen",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
It Starts With Us,"Hoover, Colleen",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
November 9,"Hoover, Colleen",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Reminders of Him,"Hoover, Colleen",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Without Merit,"Hoover, Colleen",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Milk and Honey,"Kaur, Rupi",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
You: A Novel of Dark Obsession,"Kepnes, Caroline",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Two Boys Kissing,"Levithan, David",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Court of Frost and Starlight,"Maas, Sarah J.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Court of Thorns and Roses,"Maas, Sarah J.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
A Court of Wings and Ruin,"Maas, Sarah J.",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Blood and Honey,"Mahurin, Shelby",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
Gods and Monsters,"Mahurin, Shelby",Iowa,Western Dubuque Community School District,2024-06-01,Banned,42.011539,-93.210526,2024.0
